1, 5, 54624
2, 3, 84591
2, 7, 81066
1, 6, 24707
2, 7, 70942
2, 7, 77784
1, 4, 42941
2, 7, 67852
2, 6, 65176
2, 4, 60802
1, 3, 19016
1, 4, 98842
1, 5, 46702
1, 6, 81498
2, 7, 52795
1, 3, 90297
1, 5, 35100
2, 6, 86499
1, 7, 92142
2, 4, 21144
1, 3, 43488
1, 4, 26259
1, 3, 30800
2, 4, 91967
1, 4, 53591
1, 4, 31660
1, 6, 58364
2, 4, 66283
2, 5, 55167
2, 6, 99881
1, 5, 43999
2, 3, 33355
1, 5, 57923
2, 6, 64715
2, 6, 90816
1, 7, 81285
2, 7, 34507
2, 5, 44544
1, 4, 66386
2, 5, 75608
1, 3, 83958
2, 7, 49261
1, 3, 55900
1, 4, 13547
1, 3, 88181
1, 3, 99465
1, 3, 23756
1, 7, 61526
2, 6, 26854
2, 7, 55512
2, 6, 35228
1, 3, 43203
2, 4, 85288
2, 6, 26925
2, 6, 18594
1, 4, 31693
1, 4, 45501
1, 6, 94708
1, 5, 42489
2, 3, 98601
1, 4, 75198
1, 6, 43773
2, 3, 71144
2, 6, 46788
2, 5, 32045
1, 6, 19317
1, 4, 55819
2, 7, 72175
2, 4, 90155
2, 5, 53363
2, 3, 64092
2, 7, 34613
1, 4, 79064
2, 6, 89803
1, 6, 32224
1, 4, 23722
1, 3, 19308
1, 7, 98580
1, 4, 44164
2, 5, 57308
2, 4, 20752
2, 6, 73570
1, 6, 84361
2, 4, 15243
2, 5, 81264
1, 7, 92595
1, 4, 18467
2, 3, 96237
1, 7, 66105
1, 7, 39193
2, 6, 40436
2, 6, 45971
2, 5, 49545
2, 3, 65826
2, 3, 21452
1, 7, 39464
2, 5, 75195
2, 6, 49847
2, 6, 25991
1, 6, 62674
2, 6, 75186
1, 5, 83653
2, 7, 90140
1, 3, 64032
1, 4, 30127
2, 6, 57359
2, 4, 71762
1, 3, 66848
2, 4, 84930
1, 3, 17728
1, 6, 48648
2, 6, 23436
2, 5, 12577
1, 3, 12010
1, 7, 32908
2, 6, 34317
1, 4, 61362
1, 5, 13881
1, 7, 92296
1, 6, 90737
1, 3, 66071
2, 4, 70390
1, 7, 31595
2, 4, 86495
1, 3, 65167
2, 6, 88251
2, 4, 66163
2, 7, 59713
2, 5, 97266
2, 5, 86307
2, 7, 36185
2, 6, 27977
2, 5, 44914
1, 5, 38565
1, 7, 50196
1, 5, 28214
1, 7, 56079
2, 7, 92071
1, 7, 30861
2, 3, 32312
2, 7, 83000
1, 6, 56972
2, 7, 19261
1, 5, 89702
1, 3, 50996
2, 5, 74056
2, 4, 30021
1, 4, 37485
2, 5, 86778
2, 6, 51420
2, 6, 54038
2, 6, 29164
1, 4, 22420
2, 4, 95318
1, 7, 78332
2, 4, 59308
1, 7, 40456
1, 6, 57792
2, 3, 46931
1, 6, 79149
2, 3, 67519
1, 7, 35457
1, 7, 86487
2, 6, 35621
1, 3, 36691
1, 3, 66350
2, 4, 24014
2, 4, 95845
2, 3, 43906
1, 4, 88798
1, 6, 67376
2, 5, 26370
1, 3, 64835
2, 7, 99263
2, 5, 41851
1, 4, 15222
1, 6, 85129
1, 3, 53761
2, 4, 30522
2, 6, 85741
1, 5, 14036
1, 7, 52041
2, 6, 24376
2, 3, 50742
1, 6, 42690
1, 5, 71233
2, 6, 49054
1, 4, 33983
2, 7, 21811
2, 7, 85174
1, 5, 69214
2, 3, 12682
2, 5, 48220
2, 3, 58183
1, 4, 25799
1, 6, 35400
1, 6, 75841
2, 6, 20367
2, 7, 66975
2, 4, 62754
2, 7, 79659
2, 5, 25029
2, 3, 54928
1, 3, 82346
2, 3, 93755
2, 3, 11905
1, 4, 37257
2, 5, 84603
2, 7, 38797
1, 6, 22002
2, 3, 23911
1, 7, 70799
1, 5, 73459
2, 3, 36438
2, 6, 41702
1, 3, 90244
2, 3, 25063
1, 5, 98510
2, 6, 66939
2, 6, 24935
2, 4, 93682
2, 6, 35227
2, 3, 40135
2, 3, 92232
1, 3, 40339
2, 3, 70341
1, 3, 66590
1, 7, 97170
2, 7, 54255
1, 3, 31295
2, 4, 15300
2, 5, 53455
2, 3, 20837
1, 6, 77320
2, 5, 25540
2, 3, 37760
1, 6, 14999
1, 7, 63179
2, 3, 93557
2, 3, 42967
2, 3, 21926
1, 3, 99217
1, 5, 24305
2, 6, 20197
1, 4, 80215
1, 6, 93932
1, 3, 96985
1, 4, 91585
2, 5, 78498
1, 3, 57132
1, 3, 83694
2, 5, 78507
2, 6, 63071
1, 7, 90608
1, 4, 38613
2, 4, 46990
2, 4, 56543
1, 6, 98176
2, 5, 47386
1, 4, 38568
2, 5, 77773
2, 4, 86213
2, 6, 46446
1, 5, 86411
1, 6, 17103
1, 7, 85527
2, 4, 65517
2, 4, 61349
2, 6, 79201
2, 4, 28198
2, 5, 85883
2, 3, 49964
2, 4, 19594
2, 4, 72592
2, 4, 14012
1, 7, 45924
2, 3, 75770
1, 7, 88438
2, 4, 64770
1, 6, 95862
2, 6, 78000
2, 6, 25637
1, 4, 26695
2, 3, 27189
2, 7, 62229
2, 6, 58209
2, 4, 77498
1, 7, 48425
1, 5, 87057
2, 6, 66696
1, 6, 12052
1, 7, 30838
2, 7, 78316
1, 5, 51673
2, 5, 90730
1, 6, 86262
2, 6, 83483
2, 5, 78603
1, 5, 63641
1, 5, 45383
2, 6, 74122
1, 7, 92593
1, 6, 14767
1, 3, 71099
1, 4, 22821
1, 6, 26958
1, 6, 32190
2, 4, 48473
2, 7, 20865
2, 5, 76346
2, 5, 32561
1, 3, 34789
1, 5, 30869
1, 4, 40412
2, 4, 86854
1, 5, 75270
2, 3, 36925
1, 3, 73087
1, 6, 44057
2, 6, 65255
1, 4, 19938
2, 7, 98250
1, 6, 49631
2, 4, 15248
2, 4, 40863
2, 3, 33854
1, 4, 69622
1, 6, 96218
2, 4, 59971
2, 7, 70501
2, 3, 17188
1, 6, 43219
2, 5, 12966
1, 5, 84902
2, 3, 36715
2, 7, 83367
1, 4, 78339
2, 7, 45630
1, 5, 82254
1, 7, 85092
1, 6, 15718
1, 3, 19677
1, 7, 21605
1, 7, 58717
2, 7, 85932
1, 4, 83600
1, 7, 30821
2, 3, 42144
1, 5, 49730
1, 5, 65591
1, 5, 38846
2, 3, 75002
1, 7, 47846
1, 6, 97994
2, 3, 17567
1, 7, 86424
1, 7, 60222
2, 3, 33381
1, 6, 34521
2, 7, 13704
2, 5, 88726
1, 7, 92144
2, 3, 80860
2, 3, 65690
2, 3, 99248
1, 4, 84725
1, 7, 65842
2, 4, 29171
1, 4, 80183
1, 7, 99448
2, 3, 98582
2, 6, 20412
1, 4, 98869
2, 6, 33370
1, 7, 74359
2, 7, 19297
2, 3, 95013
1, 6, 47875
1, 4, 96667
2, 4, 62365
2, 6, 70571
1, 7, 60985
2, 6, 21433
1, 4, 15739
2, 7, 54556
2, 7, 16140
1, 4, 36588
1, 4, 84714
2, 7, 95172
1, 3, 22997
1, 4, 86052
2, 4, 48333
1, 3, 12575
1, 7, 98320
1, 7, 46580
2, 4, 59339
1, 5, 54619
2, 6, 99284
1, 3, 37432
1, 3, 62403
1, 5, 65808
1, 3, 55048
1, 3, 70121
2, 7, 33358
2, 4, 80938
1, 4, 45331
1, 6, 74607
1, 7, 77269
1, 6, 73017
2, 4, 42333
2, 7, 39304
1, 4, 89452
2, 7, 86895
2, 3, 82043
1, 6, 32295
1, 3, 43682
2, 4, 92786
2, 3, 55993
1, 3, 34178
2, 6, 95179
1, 3, 79495
2, 7, 42201
2, 5, 12960
2, 5, 63494
2, 3, 16498
2, 7, 67762
2, 6, 54936
1, 4, 89482
2, 3, 20064
2, 6, 41003
2, 4, 94998
2, 3, 95247
1, 4, 70035
2, 4, 34801
1, 3, 59816
2, 3, 50876
1, 5, 71561
1, 6, 47801
1, 7, 57971
1, 5, 52140
2, 7, 95885
1, 5, 58003
1, 3, 80126
2, 5, 56432
2, 7, 82146
1, 6, 18874
2, 4, 42313
2, 3, 29346
1, 4, 65542
1, 4, 96773
1, 4, 54729
1, 7, 23838
2, 3, 34985
1, 3, 41557
2, 6, 87747
1, 4, 13224
2, 5, 72945
1, 6, 95627
2, 3, 77341
1, 6, 54299
2, 5, 48647
2, 4, 57722
1, 3, 13951
2, 7, 44923
2, 7, 24781
1, 4, 95982
1, 4, 74483
2, 6, 23646
2, 6, 98268
1, 5, 77253
1, 3, 39370
1, 3, 46167
1, 4, 41680
1, 7, 80776
2, 6, 87202
2, 6, 41684
1, 7, 81468
2, 3, 44684
2, 5, 60796
2, 7, 42054
2, 4, 19526
1, 3, 57393
1, 4, 99390
2, 4, 63131
1, 3, 76381
2, 6, 47289
1, 5, 45306
2, 4, 16706
2, 5, 93703
1, 6, 28343
2, 3, 71030
1, 5, 48204
2, 3, 79464
2, 5, 82967
2, 5, 23190
1, 6, 25751
1, 5, 94319
1, 7, 40948
1, 5, 90963
2, 4, 46100
2, 7, 48687
1, 5, 28508
1, 4, 84712
2, 5, 73803
2, 4, 77388
1, 5, 57495
2, 3, 62953
1, 6, 82050
2, 5, 97436
1, 5, 78187
1, 7, 14073
2, 3, 87316
2, 4, 81530
1, 5, 76749
1, 4, 64393
1, 6, 77369
2, 4, 94413
1, 4, 50079
1, 5, 72384
1, 7, 31235
2, 6, 58538
2, 7, 22645
1, 4, 60329
2, 5, 18160
1, 4, 39761
2, 4, 48402
2, 3, 85690
2, 6, 88707
1, 7, 75431
2, 7, 86238
1, 6, 53305
1, 3, 59673
1, 4, 80911
1, 5, 83154
1, 3, 63034
1, 3, 76544
2, 4, 79453
2, 6, 36582
2, 3, 21041
1, 6, 51537
1, 4, 79606
1, 6, 93419
2, 6, 28696
1, 4, 15157
2, 5, 65792
2, 7, 95249
1, 3, 18393
1, 4, 77560
2, 6, 87901
2, 7, 64967
2, 4, 14851
1, 7, 69096
1, 4, 50396
1, 7, 56447
1, 4, 16164
2, 7, 37582
2, 6, 40994
2, 6, 76568
2, 6, 75378
2, 3, 84076
2, 3, 33101
1, 5, 59588
2, 7, 61038
1, 3, 82887
2, 6, 69863
2, 6, 40403
1, 5, 49386
2, 5, 30423
1, 7, 44318
2, 3, 33162
1, 5, 69266
2, 4, 61879
2, 4, 68671
2, 3, 95317
2, 7, 61272
2, 3, 32040
1, 3, 71965
1, 7, 44771
2, 3, 81619
1, 5, 95475
2, 4, 64552
1, 7, 61513
1, 5, 16456
2, 4, 38401
2, 5, 15013
2, 6, 79838
1, 5, 45992
2, 6, 25471
1, 5, 29848
2, 4, 73949
2, 4, 30403
1, 3, 77975
1, 4, 32797
1, 7, 98591
2, 6, 31820
2, 5, 67554
1, 5, 66343
2, 4, 22478
1, 6, 36447
2, 5, 62848
1, 5, 48706
1, 5, 65607
2, 6, 79969
1, 6, 39805
2, 5, 18162
1, 7, 82414
2, 5, 64691
1, 5, 21828
2, 6, 34862
2, 7, 38480
1, 7, 50425
1, 3, 34429
1, 7, 20805
2, 4, 71293
1, 4, 66005
1, 6, 73766
1, 4, 49298
2, 3, 52796
2, 3, 58121
2, 6, 83136
2, 6, 14339
1, 3, 12326
1, 6, 55155
2, 4, 66476
1, 3, 70215
1, 6, 23354
2, 7, 17020
1, 4, 61143
1, 6, 50653
2, 4, 30211
1, 6, 49494
1, 7, 82736
2, 4, 30043
1, 3, 80063
1, 7, 82368
1, 5, 32529
2, 3, 93631
1, 3, 94247
2, 4, 88393
1, 6, 14855
2, 6, 95114
2, 6, 45194
2, 6, 69479
2, 4, 28857
2, 4, 31790
2, 5, 99147
1, 5, 67848
2, 4, 11681
1, 4, 41170
2, 6, 92809
1, 4, 31714
1, 7, 77863
2, 4, 43228
2, 5, 75419
1, 5, 78000
1, 4, 42207
2, 6, 43694
2, 3, 12511
1, 6, 69381
1, 7, 81053
1, 3, 38770
2, 6, 79399
2, 3, 14548
1, 7, 34145
1, 4, 26041
1, 7, 49504
2, 6, 93221
2, 7, 13810
2, 7, 48853
2, 5, 79299
2, 5, 32355
2, 5, 31067
1, 6, 88188
1, 3, 14287
1, 3, 76559
2, 3, 72595
2, 5, 99587
1, 7, 51375
2, 6, 87624
2, 7, 69939
2, 3, 53860
1, 4, 87140
2, 7, 85027
1, 4, 28155
1, 5, 52519
1, 3, 97074
2, 5, 72057
2, 3, 47294
2, 5, 16093
2, 3, 22845
1, 6, 77986
2, 5, 91775
2, 6, 65540
1, 4, 87441
1, 7, 53488
1, 7, 75945
2, 7, 79010
1, 4, 14846
2, 3, 64598
2, 7, 26001
1, 6, 79673
1, 5, 85722
1, 4, 74827
1, 4, 22016
2, 7, 32100
1, 6, 69448
1, 5, 77425
2, 5, 92562
1, 6, 33900
1, 4, 32724
1, 5, 68943
2, 7, 35251
1, 3, 49239
1, 4, 11735
2, 6, 57190
2, 5, 45481
2, 5, 38387
1, 7, 66303
1, 6, 71415
1, 7, 91431
2, 7, 74891
2, 3, 75909
1, 4, 15600
1, 6, 92417
1, 5, 64781
2, 5, 31174
1, 7, 64273
1, 4, 59726
1, 7, 72216
2, 5, 97328
2, 7, 66874
2, 5, 65709
1, 5, 49978
1, 5, 94820
1, 3, 25272
2, 5, 98194
1, 6, 11350
1, 6, 32215
1, 3, 24990
1, 6, 83065
1, 4, 25919
1, 4, 81004
2, 6, 87092
1, 7, 21657
2, 5, 69671
1, 7, 87744
2, 5, 69256
1, 6, 36424
1, 6, 11403
1, 5, 87341
2, 7, 16960
1, 3, 18382
2, 4, 34187
1, 4, 70852
1, 3, 35842
2, 5, 23042
1, 5, 32933
1, 7, 18486
1, 5, 40816
2, 4, 24041
2, 6, 99346
2, 5, 22805
1, 5, 58608
2, 4, 41889
2, 6, 43020
1, 6, 74132
1, 5, 47867
1, 5, 64532
1, 5, 41980
2, 5, 49342
2, 3, 77923
1, 4, 25358
2, 5, 99041
2, 5, 18112
1, 3, 96058
2, 4, 52891
2, 7, 22452
1, 7, 27270
2, 3, 85971
2, 3, 65908
2, 7, 24828
1, 5, 27223
2, 6, 59655
1, 5, 75526
1, 5, 25386
1, 3, 75119
1, 3, 62128
1, 7, 36846
2, 6, 49837
2, 6, 94663
2, 7, 68311
2, 7, 12368
2, 4, 15123
2, 6, 36420
1, 4, 98016
2, 7, 88586
2, 4, 45071
1, 7, 71709
2, 7, 75236
1, 6, 63624
1, 4, 12270
1, 6, 76901
1, 4, 99897
1, 7, 20125
1, 7, 28998
1, 3, 11721
1, 7, 55312
2, 3, 56887
1, 4, 97445
1, 3, 83479
2, 7, 49049
1, 3, 41355
1, 3, 41387
1, 5, 86609
1, 3, 74317
2, 3, 77992
1, 5, 58284
1, 6, 68623
1, 6, 15265
1, 3, 86414
2, 3, 35435
1, 7, 86229
